well_id,structure_id,slab_num,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean
1178,4298,15,CX,GPe,"globus pallidus, external segment, right",41737,74,88,87,22.299566480945703,-6.30491193556198,3.06707025734625,9861,12897.0,GP,"globus pallidus, external segment"
1218,4288,15,CX,Pu,"putamen, left",49142,113,86,85,-20.3473185161472,-4.88881361115937,4.845764132756741,9861,4287.0,STR,putamen
1171,4288,17,CX,Pu,"putamen, left",41673,120,87,95,-27.9461112822709,-16.1277677054974,4.29044647558563,9861,4287.0,STR,putamen
1210,4280,15,CX,HCd,"head of caudate nucleus, left",38539,98,84,86,-4.8743392893187805,-4.5867564608739295,7.24415212743296,9861,12900.0,STR,head of the caudate nucleus
1202,4295,15,CX,GPe,"globus pallidus, external segment, left",38537,103,92,85,-10.6095060337475,-6.2518497879579495,-1.87522354596102,9861,12897.0,GP,"globus pallidus, external segment"
1194,4296,15,CX,GPi,"globus pallidus, internal segment, left",38538,104,95,85,-11.4079304515193,-6.82230494868881,-4.95526426992049,9861,12898.0,GP,"globus pallidus, internal segment"
1186,4299,15,CX,GPi,"globus pallidus, internal segment, right",38542,80,89,87,16.3267825477807,-6.4705240373673,1.99617311147346,9861,12898.0,GP,"globus pallidus, internal segment"
1163,4286,17,CX,BCd,"body of caudate nucleus, right",692918,78,73,98,18.7973933675507,-13.207915171936,20.3215431262746,9861,12899.0,STR,body of the caudate nucleus
1169,4146,14,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",38833,43,112,86,54.0899998592383,-14.1764950654085,-25.7021320956897,9861,4140.0,CTX,middle temporal gyrus
1219,4098,28,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",82258,108,37,141,-16.8454492711904,-52.1788343935951,67.6647082025644,9861,4096.0,CTX,superior parietal lobule
1242,4289,17,CX,Pu,"putamen, right",41677,67,88,98,28.9589894702008,-17.0453853396898,4.61145433927879,9861,4287.0,STR,putamen
1073,4027,12,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",36717,69,51,61,27.5605067316529,30.1225656387904,35.1602173826803,9861,4021.0,CTX,superior frontal gyrus
1090,4751,67,CB,PV-III,"III, right, paravermis",51241,84,119,113,9.51205179979731,-43.3454388456882,-24.9546904727955,9861,,,
1082,4752,67,CB,PV-IV,"IV, right, paravermis",51239,84,108,122,9.28556732174082,-47.5974822434795,-12.6748361920915,9861,,,
1074,4758,67,CB,PV-VIIB,"VIIB, right, paravermis",56063,84,140,135,9.4313639096884,-73.7587139675293,-41.9257518068985,9861,,,
1058,4760,67,CB,PV-VIIIB,"VIIIB, right, paravermis",56061,84,154,117,8.00376050660867,-59.8243639102344,-56.5965351151649,9861,,,
1145,4761,67,CB,PV-IX,"IX, right, paravermis",56059,83,142,110,9.64097471035419,-47.1763814202938,-45.399824851120215,9861,,,
5705,4322,10,CX,Cl,"claustrum, left",978619,120,91,71,-29.1454110313674,3.66180437068551,-4.28276206707911,10021,,,
5713,4291,10,CX,Acb,"nucleus accumbens, left",998603,103,96,71,-11.6529117897027,3.77076693056895,-12.553384558350697,10021,4290.0,STR,nucleus accumbens
5721,4292,10,CX,Acb,"nucleus accumbens, right",998604,86,95,69,8.78984895659245,7.38077943066281,-13.3515342434453,10021,4290.0,STR,nucleus accumbens
5729,4292,11,CX,Acb,"nucleus accumbens, right",999200,87,95,76,9.073444125697652,-0.121584238286431,-12.3928029668934,10021,4290.0,STR,nucleus accumbens
5737,4314,11,CX,SI,"substantia innominata, right",992030,79,97,76,18.2379608393656,-0.218962518059058,-12.0514946414753,10021,,,
5745,4323,11,CX,Cl,"claustrum, right",992127,61,86,78,36.3788962375584,-2.41721698460168,1.62973459627509,10021,,,
5753,4298,11,CX,GPe,"globus pallidus, external segment, right",991186,82,89,75,16.1307382200496,0.3914455136786471,-3.5270274393176098,10021,12897.0,GP,"globus pallidus, external segment"
5666,4382,11,CX,LA,"lateral nucleus, right",992123,72,108,75,29.0335580193118,1.13738329347209,-25.6363407484784,10021,4378.0,AMYG,lateral nucleus
5674,4335,11,CX,ATZ,"amygdalohippocampal transition zone, right",992126,77,102,76,20.4591130883743,0.172084935079656,-18.347984567715603,10021,4328.0,AMYG,amygdalohippocampal transition zone
5682,4346,11,CX,BLA,"basolateral nucleus, right",992121,78,108,75,19.573489292200698,-0.2295362211499489,-26.03182021932361,10021,4341.0,AMYG,basolateral nucleus
5690,4355,11,CX,BMA,"basomedial nucleus, right",992122,76,106,75,22.30122281484769,0.7914781075267849,-24.229742320450697,10021,4350.0,AMYG,basomedial nucleus
5698,4307,11,CX,SI,"substantia innominata, left",990119,102,97,75,-11.2127778680227,-0.548406212071484,-12.4940993726266,10021,,,
5706,4301,11,CX,SptN,"septal nuclei, left",990118,93,85,74,-0.534623020517031,1.91262180148965,1.08415407446233,10021,,,
5714,4304,11,CX,SptN,"septal nuclei, right",1000027,92,83,73,0.573133255289598,3.14418856918883,3.97516916986663,10021,,,
5730,4295,11,CX,GPe,"globus pallidus, external segment, left",991153,105,91,74,-14.1164525914877,0.541034956545058,-5.518594021820309,10021,12897.0,GP,"globus pallidus, external segment"
5738,4322,11,CX,Cl,"claustrum, left",987617,124,88,78,-33.8961855008348,-4.457014190474331,1.13755087939998,10021,,,
5667,4323,13,CX,Cl,"claustrum, right",997156,67,84,94,30.972029807257,-18.9704147693083,6.97451437367785,10021,,,
5675,4322,13,CX,Cl,"claustrum, left",997493,122,88,92,-31.9257811359753,-18.994953872002803,3.0520662652978903,10021,,,
5683,4301,12,CX,SptN,"septal nuclei, left",996326,95,74,82,-2.98138407572473,-8.28604413936405,19.3565568253326,10021,,,
5707,4263,17,CX,CA1,"CA1 field, right",1001646,77,89,116,23.2402335666495,-39.3030013769884,1.20977127235049,10021,12892.0,HIPP,CA1 field
5715,4264,17,CX,CA2,"CA2 field, right",1001641,75,86,115,24.4737676550628,-38.23078050186579,4.99045409638882,10021,12893.0,HIPP,CA2 field
5723,4265,17,CX,CA3,"CA3 field, right",1001496,76,86,115,23.4542940721498,-38.240760714649,4.871910132543982,10021,12894.0,HIPP,CA3 field
5731,4266,17,CX,CA4,"CA4 field, right",1001475,76,87,115,23.7444748545569,-38.2667419964345,3.708325984643,10021,12895.0,HIPP,CA4 field
5739,4267,17,CX,DG,"dentate gyrus, right",998739,75,87,115,24.7660033703318,-38.2595294819082,3.83806886658767,10021,,,
5747,4286,17,CX,BCd,"body of caudate nucleus, right",1001647,75,80,113,22.7871459705682,-36.233694561939394,11.4817912834487,10021,12899.0,STR,body of the caudate nucleus
5665,4292,9,CX,Acb,"nucleus accumbens, right",979628,83,92,58,12.3436473153097,17.054074054237002,-10.3406068596749,10021,4290.0,STR,nucleus accumbens
5673,4323,9,CX,Cl,"claustrum, right",978486,71,90,59,27.133767405009102,17.566871035456902,-6.9092984370162105,10021,,,
5689,4322,9,CX,Cl,"claustrum, left",977015,116,94,57,-24.8211201038061,18.7788942987,-11.138231449495,10021,,,
5681,4291,9,CX,Acb,"nucleus accumbens, left",978309,105,94,58,-12.4584392149501,16.7002480590468,-12.0136404148757,10021,4290.0,STR,nucleus accumbens
5697,4323,10,CX,Cl,"claustrum, right",978365,68,94,69,30.8102023440965,6.75250716718305,-8.63157707153621,10021,,,
5755,4251,17,CX,S,"subiculum, left",1002563,108,85,113,-19.2363331995448,-38.591538597366096,4.70430683021756,10021,12896.0,HIPP,subiculum
5668,4254,17,CX,CA1,"CA1 field, left",1002584,111,82,114,-21.8059090878494,-40.14637516688529,8.53646641654729,10021,12892.0,HIPP,CA1 field
5676,4255,17,CX,CA2,"CA2 field, left",1002583,111,79,112,-21.4288644077818,-38.3450672091383,12.1544813677176,10021,12893.0,HIPP,CA2 field
5684,4256,17,CX,CA3,"CA3 field, left",1002649,108,77,110,-18.0840770006429,-36.17388267166921,14.0902617514415,10021,12894.0,HIPP,CA3 field
5692,4257,17,CX,CA4,"CA4 field, left",1002282,107,77,110,-17.083060673973,-36.0547922480596,13.8592713993711,10021,12895.0,HIPP,CA4 field
5700,4258,17,CX,DG,"dentate gyrus, left",998938,109,77,110,-19.0854897314146,-36.2903856888458,14.316381396098402,10021,,,
5708,4282,17,CX,BCd,"body of caudate nucleus, left",1002812,116,80,116,-26.398256039853607,-42.840035148442,11.6911451557783,10021,12899.0,STR,body of the caudate nucleus
4557,4289,10,CX,Pu,"putamen, right",978378,74,87,69,24.3948476973251,7.263806520235549,-1.4474342810594698,10021,4287.0,STR,putamen
4588,4043,10,CX,opIFG,"inferior frontal gyrus, opercular part, right",978447,44,84,66,56.83282157968039,13.6176594999311,2.5923519373512303,10021,4035.0,CTX,inferior frontal gyrus
4596,4058,10,CX,POrG,"posterior orbital gyrus, right",978444,66,103,69,34.1707375640764,7.831133941448789,-18.7610823528986,10021,4056.0,CTX,posterior orbital gyrus
4604,4906,10,CX,TP-s,"temporal pole, right, superior aspect",978446,59,104,69,41.851322855568704,6.17320157138411,-17.5858126266948,10021,4174.0,CTX,temporal pole
4581,4014,10,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",978624,139,83,71,-50.6039204176021,3.39658413271653,6.9659874601772,10021,4010.0,CTX,precentral gyrus
4573,4069,10,CX,PaOG,"parolfactory gyri, left",978622,119,102,71,-28.5779486155748,3.6445254919797,-17.7193526739043,10021,4068.0,CTX,parolfactory gyri
4589,4273,10,CX,SIG,"short insular gyri, left",978621,124,80,71,-33.1672853937339,3.75927671939734,8.138569751382509,10021,4272.0,CTX,short insular gyri
4597,4903,10,CX,TP-s,"temporal pole, left, superior aspect",978623,138,94,71,-50.1260138371477,1.32794946825206,-5.84524748800804,10021,4174.0,CTX,temporal pole
4541,4904,10,CX,TP-i,"temporal pole, left, inferior aspect",979001,128,126,71,-44.1678256708282,-0.5657019275576189,-45.363747134564704,10021,4174.0,CTX,temporal pole
4517,4907,10,CX,TP-i,"temporal pole, right, inferior aspect",978916,56,119,71,47.987177533069286,1.65171658007532,-35.2747005242746,10021,4174.0,CTX,temporal pole
4525,4908,10,CX,TP-m,"temporal pole, right, medial aspect",978913,72,127,71,32.0071867347266,-0.924399323558081,-44.2698188638654,10021,4174.0,CTX,temporal pole
4533,4907,10,CX,TP-i,"temporal pole, right, inferior aspect",983191,57,117,71,46.8110676239081,1.5569779320425,-33.1263577389824,10021,4174.0,CTX,temporal pole
4572,4012,10,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",978417,139,70,70,-48.488182079019786,3.45334121037061,22.4588071608175,10021,4010.0,CTX,precentral gyrus
4564,4024,10,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",982943,125,41,65,-34.0666922363595,13.246863260881698,55.2592497468031,10021,4021.0,CTX,superior frontal gyrus
4556,4030,10,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",980080,130,43,65,-39.9368678621662,13.3898299584554,53.348786104365104,10021,4028.0,CTX,middle frontal gyrus
4524,4027,10,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",978329,70,42,64,29.1333969185905,14.342845536297,53.4929874820006,10021,4021.0,CTX,superior frontal gyrus
4562,4024,4,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",983142,108,59,25,-14.8908369741219,54.577125721250496,26.0403000130742,10021,4021.0,CTX,superior frontal gyrus
4570,4027,4,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",977462,85,50,29,8.00176290958049,49.7236394344091,36.4077204168745,10021,4021.0,CTX,superior frontal gyrus
4546,4030,4,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",977469,110,60,25,-16.9783296561717,54.5574530675496,24.7817518494315,10021,4028.0,CTX,middle frontal gyrus
4554,4033,4,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",977458,82,50,29,11.1265305588617,50.2090557788712,36.948784318878495,10021,4028.0,CTX,middle frontal gyrus
4586,4024,4,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",983143,108,60,25,-14.8721468438005,54.7185882310848,24.826044919119106,10021,4021.0,CTX,superior frontal gyrus
4538,4030,2,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",976928,108,90,18,-15.1092758422583,61.6304542147725,-9.313262071129277,10021,4028.0,CTX,middle frontal gyrus
4530,4031,2,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",976929,108,96,18,-15.0236548802426,61.3977123208266,-16.6989830537123,10021,4028.0,CTX,middle frontal gyrus
4514,4026,2,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",976924,87,87,15,6.35060252999084,62.3236337564001,-6.86638283807438,10021,4021.0,CTX,superior frontal gyrus
4577,4891,2,CX,FPi,"frontal pole, left, inferior aspect",976920,102,97,18,-8.84180170089192,61.1585819699409,-17.982530403607896,10021,4888.0,CTX,frontal pole
4593,4892,2,CX,FPm,"frontal pole, left, medial aspect",976921,94,101,17,-1.11658153583482,58.7611215699683,-22.833050300348702,10021,4888.0,CTX,frontal pole
4585,4895,2,CX,FPi,"frontal pole, right, inferior aspect",976922,84,102,15,8.51110026134417,60.8078637122258,-24.444730624779503,10021,4888.0,CTX,frontal pole
4601,4896,2,CX,FPm,"frontal pole, right, medial aspect",976923,90,92,15,3.19407396616746,61.236093384119215,-12.5928277889573,10021,4888.0,CTX,frontal pole
4522,4891,2,CX,FPi,"frontal pole, left, inferior aspect",983172,102,95,18,-8.82935840504192,61.3975191945211,-15.5075435448205,10021,4888.0,CTX,frontal pole
4683,4023,8,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",991116,101,62,47,-5.88309012809132,37.2347395610687,24.1080525325932,10021,4021.0,CTX,superior frontal gyrus
4699,4026,8,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",991117,88,60,53,5.1033058450347,29.5704739249197,27.2387080575141,10021,4021.0,CTX,superior frontal gyrus
4667,4027,8,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",990441,77,48,53,18.079677435546,24.4627807731884,45.995573894750606,10021,4021.0,CTX,superior frontal gyrus
4681,4024,6,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",984859,115,56,37,-21.7611939676614,45.0240135853005,31.89903887158249,10021,4021.0,CTX,superior frontal gyrus
4658,4051,6,CX,MOrG,"medial orbital gyrus, left",983527,103,105,43,-9.32819766277738,37.1509695976549,-27.6422252111732,10021,4050.0,CTX,medial orbital gyrus
4619,4902,6,CX,IRoG,"inferior rostral gyrus, right",983536,89,98,41,4.45245501157982,35.7191037167839,-17.054855457315398,10021,4900.0,CTX,inferior rostral gyrus
4626,4046,6,CX,orIFG,"inferior frontal gyrus, orbital part, right",983520,51,92,40,51.37094506285551,38.6994697967316,-9.11036539578077,10021,4035.0,CTX,inferior frontal gyrus
4651,4060,6,CX,LOrG,"lateral orbital gyrus, left",984943,115,98,43,-24.5506207926185,38.8122253643505,-19.0198454147435,10021,4059.0,CTX,lateral orbital gyrus
4665,4223,6,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",982050,100,75,39,-4.8955797477269805,45.85478661056281,6.68257659400127,10021,4221.0,CTX,"cingulate gyrus, frontal part"
4673,4226,6,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",982035,87,67,39,5.4768032727975084,43.0447194291495,15.4627928192609,10021,4221.0,CTX,"cingulate gyrus, frontal part"
4633,4027,6,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",981937,73,57,39,21.2377061466286,42.4282218600316,32.8096869970323,10021,4021.0,CTX,superior frontal gyrus
4594,4031,4,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",977482,128,77,32,-35.864117179720104,48.7711318546066,5.95814841482543,10021,4028.0,CTX,middle frontal gyrus
4565,4274,10,CX,SIG,"short insular gyri, right",978419,62,81,69,36.7004744600376,9.26934719901012,8.06078572195742,10021,4272.0,CTX,short insular gyri
4549,4284,10,CX,HCd,"head of caudate nucleus, right",978418,81,77,69,15.156092088011,8.23619506875589,10.9508114108247,10021,12900.0,STR,head of the caudate nucleus
4516,4033,10,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",978328,65,44,65,33.9544263364395,12.9558463597178,51.0298127262913,10021,4028.0,CTX,middle frontal gyrus
4603,4034,10,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",978308,50,62,66,47.973479015470886,13.2056560870802,33.251830503934,10021,4028.0,CTX,middle frontal gyrus
4579,4026,4,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",977536,82,78,29,10.7035520277282,56.583523176258,3.64425887602649,10021,4021.0,CTX,superior frontal gyrus
4539,4049,4,CX,GRe,"gyrus rectus, right",977533,85,102,28,4.6552366617348895,53.9372470504012,-23.334378918702694,10021,4047.0,CTX,gyrus rectus
4537,4027,2,CX,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",980073,77,71,16,16.6612156523173,63.84162806462361,11.758354282655402,10021,4021.0,CTX,superior frontal gyrus
4563,4051,4,CX,MOrG,"medial orbital gyrus, left",981586,111,95,29,-18.0642511531364,55.369178397127705,-16.5662416443896,10021,4050.0,CTX,medial orbital gyrus
4571,4052,4,CX,MOrG,"medial orbital gyrus, right",977532,83,102,28,6.03953551833421,54.1703092198028,-23.371555476686893,10021,4050.0,CTX,medial orbital gyrus
4587,4898,4,CX,SRoG,"superior rostral gyrus, left",977531,100,88,25,-5.240755550583192,57.7282358915479,-7.10268470851763,10021,4897.0,CTX,superior rostral gyrus
4595,4899,4,CX,SRoG,"superior rostral gyrus, right",977535,83,84,29,7.115412636093769,56.7945153639128,-4.08858749726067,10021,4897.0,CTX,superior rostral gyrus
4547,4901,4,CX,IRoG,"inferior rostral gyrus, left",977530,99,91,25,-3.56517328519297,57.076815262147896,-10.776886830313098,10021,4900.0,CTX,inferior rostral gyrus
4523,4034,4,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",977494,58,76,28,38.581023198455,53.1722027516154,6.3440949034487,10021,4028.0,CTX,middle frontal gyrus
4531,4046,4,CX,orIFG,"inferior frontal gyrus, orbital part, right",977493,64,93,28,34.9899954648457,53.5082004856153,-15.8147512749932,10021,4035.0,CTX,inferior frontal gyrus
4515,4061,4,CX,LOrG,"lateral orbital gyrus, right",977492,71,93,27,27.3173135941825,55.6229211826704,-17.0580117005338,10021,4059.0,CTX,lateral orbital gyrus
4578,4023,4,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",977475,102,80,25,-8.046584287287839,58.7518011169356,2.61855638559918,10021,4021.0,CTX,superior frontal gyrus
4569,4024,2,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",980066,112,72,17,-19.382553883241,61.8792608605552,10.9432533027016,10021,4021.0,CTX,superior frontal gyrus
4553,4023,2,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",977023,98,81,16,-5.13133373994736,61.1265061371136,0.0299933137677958,10021,4021.0,CTX,superior frontal gyrus
4529,4033,2,CX,MFG-s,"middle frontal gyrus, right, superior bank of gyrus",980074,74,72,16,19.9251969470662,63.9520370093239,10.454592472684,10021,4028.0,CTX,middle frontal gyrus
4521,4034,2,CX,MFG-i,"middle frontal gyrus, right, inferior bank of gyrus",980072,75,87,15,18.9514450045724,63.98898542487571,-7.4559204701044415,10021,4028.0,CTX,middle frontal gyrus
4513,4894,2,CX,FP-s,"frontal pole, right, superior aspect",980071,74,90,15,20.0557780224543,63.62412950952261,-10.8811050735624,10021,4888.0,CTX,frontal pole
4545,4894,2,CX,FP-s,"frontal pole, right, superior aspect",983153,71,90,15,23.7079117257135,63.4280573528989,-10.919969760906598,10021,4888.0,CTX,frontal pole
4518,4280,9,CX,HCd,"head of caudate nucleus, left",976995,105,86,59,-11.8825575257272,16.3583357909401,-3.85745300589802,10021,12900.0,STR,head of the caudate nucleus
4526,4288,9,CX,Pu,"putamen, left",976993,113,89,58,-20.947017671168,17.134708016503,-6.16569768469557,10021,4287.0,STR,putamen
4540,4023,10,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",982936,101,56,63,-8.980397979945199,15.602526424262305,38.9448386668026,10021,4021.0,CTX,superior frontal gyrus
4548,4026,10,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",982939,92,48,62,3.14469883822569,16.354923335258402,48.3518856543812,10021,4021.0,CTX,superior frontal gyrus
4605,4289,9,CX,Pu,"putamen, right",991070,76,89,58,20.535307341429103,17.5158332544316,-6.7864981462912,10021,4287.0,STR,putamen
4630,4146,12,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",992976,49,113,83,53.9538961910463,-7.943702283416081,-28.330699452947503,10021,4140.0,CTX,middle temporal gyrus
4638,4153,12,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",992968,57,121,84,45.438473974530105,-10.517397801334198,-38.3178712562314,10021,4147.0,CTX,inferior temporal gyrus
4654,4155,12,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",992970,50,116,83,52.2583596438239,-8.539089171689369,-31.64018291367569,10021,4147.0,CTX,inferior temporal gyrus
4701,4145,12,CX,MTG-s,"middle temporal gyrus, right, superior bank of gyrus",992925,46,107,83,56.2548254568127,-7.36125325961514,-20.568098596276,10021,4140.0,CTX,middle temporal gyrus
4677,4030,12,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",992845,116,35,79,-26.053994839446,-4.1104632710094,63.374996465830094,10021,4028.0,CTX,middle frontal gyrus
4676,4058,8,CX,POrG,"posterior orbital gyrus, right",993198,75,104,54,23.5408990811163,21.2112791467625,-23.076659088614697,10021,4056.0,CTX,posterior orbital gyrus
4660,4042,8,CX,opIFG,"inferior frontal gyrus, opercular part, left",993105,144,64,59,-54.2910240852866,18.1233055515968,27.2731113928777,10021,4035.0,CTX,inferior frontal gyrus
8912,9543,93,BS,Cu,"cuneate nucleus, left",1114117,101,133,117,-7.67377370387113,-44.8901820506083,-50.1770421669668,10021,,,
8903,9561,93,BS,IO,"inferior olivary complex, left",1113642,100,134,109,-6.93147358311499,-37.376322951487104,-51.08623837646172,10021,,,
8911,9565,93,BS,IO,"inferior olivary complex, right",1113625,90,134,109,5.10654990620213,-35.955223445363,-51.91217974785072,10021,,,
8919,9598,93,BS,GiRt,"gigantocellular group, left",1113022,97,133,114,-3.1184876450589902,-41.7950111939031,-50.2460580954621,10021,,,
8927,9604,93,BS,GiRt,"gigantocellular group, right",1113023,93,134,113,1.6149959974845702,-40.4787075176183,-51.201429190065,10021,,,
8848,9677,93,BS,Sp5,"spinal trigeminal nucleus, left",1116415,101,133,114,-7.78359389485417,-42.02559207446671,-49.843833369291,10021,,,
8856,9684,93,BS,Sp5,"spinal trigeminal nucleus, right",1116414,87,134,113,8.691586385157809,-40.2397489212825,-51.197521956684106,10021,,,
8864,9698,93,BS,8Ve,"vestibular nuclei, left",1113123,98,133,117,-4.0472257260164906,-44.721741547758896,-50.426410179746114,10021,,,
8872,9703,93,BS,8Ve,"vestibular nuclei, right",1113124,89,133,116,6.67307110398731,-43.352843032900495,-50.028164792829294,10021,,,
8880,9521,93,BS,Arc,"arcuate nucleus of medulla, right",1112856,92,135,106,2.19425172078577,-33.269440840345304,-53.194478968259496,10021,,,
5113,4270,12,CX,LIG,"long insular gyri, left",994824,126,79,91,-36.5654771317542,-18.3150381926348,13.4680902050504,10021,4269.0,CTX,long insular gyri
7461,4395,16,CX,DTA,"anterior group of nuclei, left",1046125,101,75,99,-9.944550193844536,-26.8690913093081,16.438142169791302,10021,12920.0,THAL,anterior group of nuclei
8309,4782,71,CB,Dt,"dentate nucleus, left",1068359,104,118,131,-10.950217897317,-57.9332750378812,-33.0470767399346,10021,,,
8425,4727,71,CB,PV-VIIIB,"VIIIB, left, paravermis",1110760,104,141,121,-9.56746160853938,-50.9083561848514,-58.4929910517488,10021,,,
8363,4738,74,CB,He-VI,"VI, left, lateral hemisphere",1110880,124,111,128,-34.8808926872261,-56.6244064519757,-24.395296994380804,10021,,,
8395,4739,75,CB,He-Crus I,"Crus I, left, lateral hemisphere",1110907,134,113,146,-43.170670323737895,-75.1979016360662,-26.1891852576653,10021,,,
8749,9543,93,BS,Cu,"cuneate nucleus, left",1112082,99,143,115,-4.356037991794911,-43.896622314676506,-61.49127939189421,10021,,,
8757,9544,93,BS,Cu,"cuneate nucleus, right",1112085,93,143,115,2.26142161274886,-43.365553327213405,-61.274998661457786,10021,,,
8773,9547,93,BS,10,"dorsal motor nucleus of the vagus, right",1112152,95,144,114,0.0089419522390137,-42.5153561301506,-62.6013012686496,10021,,,
8805,9565,93,BS,IO,"inferior olivary complex, right",1111694,91,144,110,3.80730754654562,-37.4562155114812,-63.4983465181773,10021,,,
8813,9589,93,BS,CMRt,"central medullary reticular group, left",1112670,100,143,112,-5.91953126820969,-40.9619157387457,-61.77697435549671,10021,,,
8821,9593,93,BS,CMRt,"central medullary reticular group, right",1112669,91,144,112,4.10894960618881,-40.0332543805785,-62.432228667508,10021,,,
8829,9614,93,BS,LMRt,"lateral medullary reticular group, left",1111744,100,144,109,-6.17227572097849,-37.8416989705004,-63.59959637658901,10021,,,
8750,9677,93,BS,Sp5,"spinal trigeminal nucleus, left",1111551,102,143,114,-7.855587298428791,-43.373827006161896,-61.083959979744606,10021,,,
8758,9684,93,BS,Sp5,"spinal trigeminal nucleus, right",1111547,90,143,116,5.843784749014749,-44.1460941054926,-60.9770627515483,10021,,,
8837,9520,93,BS,Arc,"arcuate nucleus of medulla, left",1111836,101,141,106,-7.79653587339941,-34.5935243027658,-61.5728068714178,10021,,,
8766,9543,93,BS,Cu,"cuneate nucleus, left",1113846,99,139,116,-4.994008041569551,-44.45475024862701,-57.192763076525495,10021,,,
8774,9544,93,BS,Cu,"cuneate nucleus, right",1113845,91,139,115,4.50190149519627,-42.8463359232601,-57.0772234815137,10021,,,
8845,9546,93,BS,10,"dorsal motor nucleus of the vagus, left",1111878,96,140,114,-1.6698130391101298,-42.2348369144647,-58.4943196175013,10021,,,
8853,9547,93,BS,10,"dorsal motor nucleus of the vagus, right",1111879,94,140,114,0.6175618053526579,-42.05114952447271,-58.3906348334338,10021,,,
8790,9556,93,BS,Gr,"gracile nucleus, right",1113848,94,139,117,0.811296087708321,-45.2168761910628,-57.20916386203511,10021,,,
8861,9558,93,BS,12,"hypoglossal nucleus, left",1111803,96,140,113,-1.7488165948622598,-41.2148923115484,-58.546928308884,10021,,,
8798,9561,93,BS,IO,"inferior olivary complex, left",1112750,99,140,109,-5.4628116220930005,-37.5763022051318,-59.04542111545779,10021,,,
8806,9565,93,BS,IO,"inferior olivary complex, right",1112749,92,140,109,2.5700522815463502,-36.94532628944221,-58.7974737608352,10021,,,
8814,9589,93,BS,CMRt,"central medullary reticular group, left",1112999,99,140,111,-5.27739555815668,-39.5778407353207,-58.6344674554611,10021,,,
8822,9593,93,BS,CMRt,"central medullary reticular group, right",1112998,91,140,112,4.02582470361772,-39.719738758594296,-58.3573203302938,10021,,,
8830,9614,93,BS,LMRt,"lateral medullary reticular group, left",1112821,101,140,110,-7.72827521660756,-38.7850626011512,-58.63262477911961,10021,,,
8743,9619,93,BS,LMRt,"lateral medullary reticular group, right",1112820,90,140,109,4.70993885826529,-36.7674453556536,-58.741429659117614,10021,,,
8751,9677,93,BS,Sp5,"spinal trigeminal nucleus, left",1112673,101,140,114,-7.296364641442372,-42.8573613680528,-57.99185860861221,10021,,,
8759,9684,93,BS,Sp5,"spinal trigeminal nucleus, right",1112672,88,140,114,7.823940414652929,-41.536946362236,-58.113077790128095,10021,,,
8885,9520,93,BS,Arc,"arcuate nucleus of medulla, left",1111883,98,138,105,-4.43722642616742,-33.3578225530895,-57.5928679239806,10021,,,
