well_id,Lamp5,Pax6,Vip,Sncg,Lamp5 Lhx6,L5 ET,L5/6 NP,L6 CT,L6b,Astro,VLMC,Endo,Micro/PVM,Oligo,OPC,L2/3 IT,L6 IT Car3,L4 IT,L6 IT,L5 IT,Chandelier,Pvalb,Sst,Sst Chodl,P-value,Correlation,RMSE
1043,0,0.070692646,0.03890898,0,0.01725626,0.14900054461062959,0,0,0,0,0.019550733,0,0.003354255,0,0.37746220354831556,0,0.000491553,0.15832583777853504,0,0.087009973,0.052896951,0,0,0.025050064,9999.00000000000000000,0.11495952073512671,1.04966245543744163
979,0,0.10226751673464411,0.14002135634867022,0,0.010430228,0,0.066623915,0,0,0,0.005039674,0,0.011290747,0,0.047250478,0.13570582164816750,0.036209189,0,0,0.27049985201070920,0.035467282,0,0.12263212931177478,0.01656181,9999.00000000000000000,0.043108015,1.01338947130371482
1003,0,0,0.16709222643432226,0.002850027,0.008420319,0,0.10464953643305523,0,0.074799605,0,0,0.00227486,0.044242788,0.014694964,0,0,0.22470725111704756,0.064394851,0,0.24071368096796358,0,0,0.041987054,0.009172838,9999.00000000000000000,0.077797499,1.01026914182611738
995,0.09201611,0,0.22312163300774887,0.065451786,0,0,0.027946995,0,0,0.032418039,0,0.010292313,0.033189361,0.021180432,0,0.25280648626968122,0.000210222,0.08894428,0,0.032102379,0.000362207,0,0.11995775696141504,0,9999.00000000000000000,0.14260930958523402,0.99179942195503434
971,0,0.063104737,0.13876511930275026,0.04392733,0,0,0.002986869,0,0.090356551,0.032991357,0.011372526,0.005049275,0,0,0.006101921,0.36348384530313121,0,0,0,0.16413233129055030,0,0,0.070419293,0.007308846,9999.00000000000000000,0.10526744351297364,1.00111349657190907
1034,0,0.058828089,0.26360050443964078,0,0.006652612,0,0,0.023123175,0,0,0.000309475,0.000663694,0.052438936,0,0.25378869485369931,0.21205049712976062,0,0,0,0,0.038608262,0,0.048200898,0.041735163,9999.00000000000000000,0.22640558183674730,0.97942568889738557
1042,0.038747333,0,0.47518520272130393,0,0.010915321,0,0,0.017834574,0,0,0.003120263,0.01056701,0.003676813,0,0.008520155,0,0.024195412,0.31315456332065617,0,0.008703263,0.015427291,0.017454249,0.046778736,0.005719816,9999.00000000000000000,0.27087587345904240,0.96794511047092557
1010,0.12456607420562328,0,0.51587437490850496,0.039352832,0.019473373,0.006894347,0,0,0.026625421,0.022376119,0,0.008375557,0,0,0,0.056186509,0,0,0.068842252,0,0,0,0.090582404,0.020850738,9999.00000000000000000,0.13341417490027407,0.99628571162958712
1018,0.015720203,0,0.15107895442945449,0,0.001396021,0.26487728054472665,0.03747609,0.047665046,0,0,0,0,0.017917882,0.010443044,0,0,0,0.17787523478846082,0,0.20943647572538532,0,0.053614633,0,0.012499136,9999.00000000000000000,0.049880567,1.00911534775937395
1026,0.009992626,0.033000757,0,0,0.075278511,0.21961707176513687,0.054060814,0.13575444321662758,0,0,0,0,0,0,0,0,0,0.18757745840807996,0.24798418938900646,0,0,0.030905797,0,0.005828333,9999.00000000000000000,-0.008641158,1.02249210325776607
1002,0,0.15841837042958651,0.20304618465055682,0,0.007676463,0.22669882651950579,0,0.030496662,0,0.039482117,0.015594307,0.012373442,0.04699893,0,0.14894519504853757,0,0,0,0,0,0.076447567,0,0,0.033821936,9999.00000000000000000,0.058653553,1.01629103132151166
970,0.069290768,0,0.13990799724677885,0,0.025662271,0.15528764227403624,0,0.22383254633006200,0,0.016474687,0,0.002338394,0.010167138,0,0,0,0.042557229,0.12728891455389649,0,0.17841359431281148,0,0,0,0.008778819,9999.00000000000000000,0.077399481,1.00613229006221361
978,0,0.058313141,0.21500959416727367,0.018352109,0.026828243,0,0.016453098,0,0.013616505,0,2.28433E-05,0.005265627,0.011610305,0,0.31403528635090799,0,0.005849801,0,0.093404445,0.20579765211443771,0,0,0,0.015441352,9999.00000000000000000,0.23368986626264243,0.98417101528614703
986,0,0,0.080619726,0.023465542,0.01993506,0.16043782915016291,0.036056783,0.073898915,0.013347518,0,0,0.002267735,0.011304326,0,0,0,0.003270567,0,0.026678487,0.52642510531095243,0,0,0,0.022292407,9999.00000000000000000,0.10256469301720306,1.00395671148328658
962,0,0,0.23870083716130913,0,0.013860818,0.17054040981709434,0.002486362,0.13968026863650246,0.091461125,0.056304214,0,0.021588556,0,0,0,0,0.082580806,0.059738924,0,0.10274893151279287,0,0,0,0.020308748,9999.00000000000000000,0.09063055,1.00447863355016498
1017,0,0,0.14224617378191087,0,0.04678281,0.46927943162568453,0,0.13966791608572460,0.008105379,0,0.006116152,0.003470808,0,0,0.03125234,0,0.024830052,0,0,0.082131138,0,0,0,0.046117801,9999.00000000000000000,0.023277868,1.02139964096605951
1025,0,0,0.016928787,0,0.052387645,0.37346194357804352,0.10217223381674709,0.15730430382964800,0,0,0,0.000996252,0.032490448,0,0.002076473,0,0.065605375,0.097132138,0,0.081902117,0,0,0,0.017542284,9999.00000000000000000,0.002211554,1.02408440084751429
1033,0.12557974245652478,0,0.13608535600604463,0.00809598,0,0.19404611369361704,0,0.11758502613308590,0,0,0,0.006583976,0.025188755,0,0,0,0,0.18815156446974135,0.15359006093598232,0.038978855,0.005275826,0,0.000290037,0.000548708,9999.00000000000000000,0.047529104,1.00858861402287414
1041,0.07060247,0,0.029966674,0,0.012129621,0.12698381334660891,0,0.11044990031300571,0,0.090051732,0.000630008,0.007013197,0.002253934,0,0,0.025289759,0,0.39693877665826371,0.10411948279118634,0,0,0.023570631,0,0,9999.00000000000000000,0.079564632,1.00524883520026065
985,0.063559655,0.015621382,0.29291018425829440,0.075242981,0,0,0,0,0,0.047442969,0.012688545,0.014484041,0.001675839,0,0,0.42769762184010185,0,0,0.048676782,0,0,0,0,0,9999.00000000000000000,0.21256175154045331,0.97996701927084573
993,0.050175094,0.004670618,0.19112194230825388,0,0.076057264,0,0.037776255,0,0.021968293,0,0.008579867,0.018821459,0,0,0.013813104,0.45095562755017332,0,0,0.075884607,0.012672135,0.017381939,0,0.011224999,0.008896797,9999.00000000000000000,0.13253302355762123,0.99469421871498853
1009,0.03568007,0,0.27372393980225052,0,0.019866983,0.061658615,0,0.098265052,0.064129093,0,0.016742557,0.009600327,0.025824939,0,0,0,0.012888176,0.044299605,0,0.24898582128661065,0,0.003223475,0.049436564,0.035674785,9999.00000000000000000,0.065069465,1.00988511978893580
1049,0,0.002983137,0.094928723,0,0.012376974,0.25482633041315639,0,0.13829586250160841,0,0,0,0,0,0,0.15144273646930120,0,0,0.15647647481717339,0.11160901000835656,0,0,0.065992524,0,0.011068228,9999.00000000000000000,0.097416096,1.00629294718388662
963,0.082067799,0,0.27563030274722988,0,0.020330654,0.15191206813250677,0,0.11092389485580589,0,0.038397704,0.012457129,0.03047979,0,0,0,0,0,0.15445487645300657,0.095974603,0,0.02737118,0,0,0,9999.00000000000000000,0.088059044,1.00286099332780099
1050,0.061289404,0.028641911,0.026118691,0,0.003570979,0.079015927,0,0.17274099785270985,0,0.094644841,0,0.009860738,0.004533665,0.003628367,0.009306088,0,0.011753871,0.48320517672476521,0,0,0,0.011689344,0,0,9999.00000000000000000,0.024211848,1.01726924608132108
362,0,0,0.045272736,0.031880777,0.031572106,0,0.04048403,0,0.16361865976871728,0,0.011330164,0,0.001623291,0.014565456,0,0.19772645116915735,0.021758701,0,0,0.32376449800975687,0.081013215,0,0.033189399,0.002200517,9999.00000000000000000,0.08091047,1.01464331307929334
1001,0.054221911,0.001392898,0.18329564604435220,0,0,0,0,0.080120782,0,0,0.024334738,0.015716759,0,0,0.029998367,0,0.00556309,0,0,0.39060105696539899,0.088157366,0,0.096597767,0.029999619,9999.00000000000000000,0.007996677,1.02944730423823572
994,0.044630931,0,0.14168851542396660,0.038672074,0.008926389,0,0.011440904,0.012935627,0.092515758,0,0.004625609,0,0.011229835,0,0,0,0.084249477,0,0.12359339546322537,0.40269491388651041,0,0,0.009485646,0.013310925,9999.00000000000000000,0.067161239,1.01456505667548846
987,0,0.073354092,0,0,0,0.079839737,0,0.073333873,0,0,0.024672223,0,0,0,0.16327621286661262,0,0.033743576,0.35454032498843296,0.064977895,0.099384116,0,0.010097572,0,0.022780378,9999.00000000000000000,0.088776909,1.01843787299643096
1019,0.052049695,0.085325232,0.041672588,0,0,0.094770993,0.01118325,0,0.23061057793027528,0,0.038032124,0,0.005655253,0,0,0,0.03921068,0.16977465860498769,0,0.092544891,0,0.06607393,0.034951642,0.038144484,9999.00000000000000000,0.14417502717545147,1.00252419101996382
1004,0.0012982,0.024575106,0.08300212,0.0001933,0.012987534,0,0.052324033,0,0.079886441,0,0.000550572,0,0.074714748,0.030003329,0,0.12922787672507738,0.083075605,0,0,0.18859052350320846,0.11708201342140914,0,0.11054604611565665,0.011942552,9999.00000000000000000,0.079363192,1.01127226305979745
972,0.042662217,0.04652242,0.12037385404732774,0.009628121,0,0,0.079662395,0,0.014040543,0,0.010396112,0,0.016430973,0,0,0.39813829687284708,0,0.012191673,0.082832904,0.072873978,0.070017242,0,0.024229272,0,9999.00000000000000000,0.055472998,1.01080255000782904
946,0,0.015935241,0.10509843391255068,0,0,0.12353482046984281,0,0.07893892,0,0,0,0.01370233,0,0,0.31998103639101999,0,0.020927971,0.053867708,0.22550147820796346,0,0,0.031440686,0,0.011071375,9999.00000000000000000,0.21724922613600667,1.00562624558358982
974,0.047002244,0.023574355,0.17763327356962527,0.083850092,0,0,0,0,0.079880461,0.047020392,0.012661352,0,0.024154496,0.028656769,0,0.36858972663423856,0.013153567,0,0.039874361,0,0.026643169,0,0.024502178,0.002803563,9999.00000000000000000,0.070213518,1.00786355080808909
982,0,0,0,0.051363798,0.025364667,0.14085796148564092,0.05646582,0.21562128363945715,0.019623952,0.059838779,0,0,0.08714427,0.10055933445987873,0,0,0.16017851626309451,0,0,0.0066057,0.002154209,0,0.042806163,0.031415545,9999.00000000000000000,0.080455055,1.02095860084978751
997,0.032393594,0.069085171,0.15684219761490359,0,0,0.087199263,0.036977347,0.084343336,0.038613467,0,0.015165811,0,0,0.063148913,0.006078217,0,0.032644284,0,0.35402646010948891,0,0,0,0,0.023481939,9999.00000000000000000,0.070912041,1.01209988374945614
1005,0.10550688532704715,0.05154709,0.21203654469646124,0,0.035673246,0.14969753070897243,0.039293688,0,0.010781637,0.005937218,0.021201374,0.00377412,0,0.094935833,0,0,0,0.21138999040260037,0,0.034607991,0.014807946,0,0,0.008808905,9999.00000000000000000,0.09875596,1.00370680166848913
1021,0.10255290571589776,0.046744907,0.057394077,0.030378173,0,0,0,0.050040029,0.15481623083206453,0.042813954,0.020701307,0.004895836,0,0.024098565,0,0.29090165099397391,0.006880319,0,0,0,0.084579057,0,0.072987991,0.010214997,9999.00000000000000000,0.12828637548005567,1.00185427331819787
1013,0.094824361,0,0.075559794,0.086676573,0.01765708,0,0.054872814,0,0.12963989442409884,0,0.003438241,0,0,0.043875588,0,0,0.029173571,0,0,0.33987199992119604,0.076958687,0,0.043194458,0.004256939,9999.00000000000000000,0.080208186,1.01541436381410111
883,0.098501971,0.014292639,0.024011677,0,3.9523E-05,0,0.022829761,0,0,0.15263070667548062,0,0.003349223,0.033369798,0.012661897,0.012999623,0,0.021086477,0.46993848930727861,0,0,0,0.084844609,0.049443607,0,9999.00000000000000000,0.027238504,1.01678364948097322
907,0.089410233,0,0.041411046,0.13083689132566850,0,0,0,0,0.12216763278859305,0.12511482961357695,0,0.002863968,0.067407185,0.079322501,0,0.11900516360636429,0.12415230806076337,0,0,0,0,0,0.070723242,0.027584999,9999.00000000000000000,0.07576865,1.01899138100679520
868,0,0.095861349,0,0,0,0.032994074,0.046968438,0,0,0,0,0,0,0,0.53109285949780161,0,0.054907772,0.047887892,0,0.15411658532897932,0,0.015881198,0,0.020289833,9999.00000000000000000,0.30405962164067030,1.04439673246742326
955,0.04364484,0.053981348,0.15848872347111648,0.077262567,0.025188038,0,0.016776711,0,0.048582066,0.016958672,0.035324642,0.004172881,0,0,0,0.43620002254737589,0,0.008330472,0.015302803,0.058190557,0,0,0,0.001595657,9999.00000000000000000,0.14725926922860158,0.99431261741233057
939,0,0.089792292,0.081349048,0,0.011623816,0,0.070200313,0,0,0,0.020331802,0,0.053492024,0.06110761,0.12310257244510295,0,0.076641216,0.042284096,0,0.32487237868066182,0,0.005126603,0.019694342,0.020381886,9999.00000000000000000,0.054315862,1.02581383443020724
876,0.005838758,0,0.21395585189488101,0.099010846,0.051750528,0,0.09088659,0,0,0.090377299,0,0.021521844,0.063574973,0.038228624,0,0,0.050014674,0,0.11596161081914362,0.065830069,0.054675432,0.003161079,0.009808706,0.025403114,9999.00000000000000000,0.051402749,1.01463549241878614
884,0.041369249,0,0.024413272,0,0.014718309,0,0.19900050852916351,0.040755229,0,0.041957319,0,0,0.16674641886112665,0,0.055120651,0,0.064039073,0,0.28270678239453845,0,0,0,0.025957877,0.043215312,9999.00000000000000000,0.12486422297208429,1.01087679742237291
923,0.035692847,0.17775415972893674,0.072074989,0.038181181,0.009627331,0,0,0,0,0.16689140908672873,0,0.004767325,0.037966692,0.059974697,0,0.30270575092828461,0,0,0,0,0.094363617,0,0,0,9999.00000000000000000,0.15352899723191987,0.99268750006267825
892,0.05036372,0.069660466,0.076967111,0.08358764,0.012037789,0,0.018758513,0,0,0.077215044,0,0.006934566,0.019331776,0.011198212,0.008185765,0.53249497328872286,0,0,0,0,0.02430663,0,0.008957795,0,9999.00000000000000000,0.13511592559375615,0.99561570569502167
900,0.15361093090484132,0.023466648,0,0,0,0.097821767,0.032247385,0.022646343,0,0.017117543,0.018288196,0,0.062293733,0.067425077,0.10266475422853506,0.20972535475623116,0,0.12705607445912373,0,0,0,0,0.065636193,0,9999.00000000000000000,0.10043708519988381,1.00855510879655741
908,0.16327074453618179,0.08027456,0,0,0,0.15713599798689876,0.06643312,0,0,0.083609983,0,0.01978197,0.068999459,0.047397186,0.022806472,0,0.019011778,0.072068329,0.13481944413761532,0,0.048026927,0,0.016364029,0,9999.00000000000000000,0.045084628,1.01789724888437227
915,0,0.06224092,0,0.14676713721957199,0.069940051,0,0,0,0.050660465,0,0.02599911,0,0.003900238,0.039728607,0.23292401633421780,0,0.062755811,0,0.23511048602880175,0,0,0,0.054586661,0.015386498,9999.00000000000000000,0.12043501552573427,1.03468209218473484
722,0,0.043253108,0.082998108,0.026587764,0.013351482,0,0.025395054,0,0,0,0.014626369,0,0.035692612,0.000315928,0.19739106231975301,0.45215899152565509,0,0,0,0,0,0.085332067,0.022897455,0,9999.00000000000000000,0.15128006938843738,1.00194832719350480
914,0.094466165,0,0.20332302586348452,0,0.043993066,0.036171875,0,0.015603921,0.028512415,0,0,0.040032059,0,0,0,0,0,0.18663404431753461,0,0.27496881291848191,0,0.038483029,0.030702872,0.007108715,9999.00000000000000000,0.089015788,1.00546433769521015
931,0.048621796,0.037520096,0.090357226,0.061187636,0,0,0,0,0,0.13052240197333206,0,0.001419439,0.05327849,0.085881768,0,0.18907919867015854,0.024215558,0,0,0.085829862,0.038512618,0,0.14866734513509058,0.004906565,9999.00000000000000000,0.11433474590205865,1.00171258060838486
947,0,0.18017979422329411,0.15486018359654113,0,0.014985132,0,0,0.12366829775847230,0,0.046977208,0.015173931,0.021468616,0,0,0.15328036025142874,0,0.028338873,0,0,0.14981033909180300,0,0,0.11125726583069225,0,9999.00000000000000000,0.036702475,1.03576279351218981
916,0.086069229,0,0,0,0,0,0.10011766596435452,0.20436979605411348,0,0.045444222,0,0.01110943,0.052393501,0.011514988,0.20291757989863024,0,0.074578601,0,0,0,0,0.15759569637112023,0.034501689,0.019387601,9999.00000000000000000,0.090222556,1.03388728501900196
889,0,0.016310073,0.034984648,0,0.009171873,0.083000445,0.017161492,0.044281028,0,0,0.00240605,0.016583151,0,0,0.06141662,0,0,0.075269484,0,0.53441572882782895,0,0.083655074,0,0.021344333,9999.00000000000000000,0.077703474,1.01329079382085530
929,0,0.05388844,0.11387730048089650,0.04031446,0.033344978,0,0.004853,0,0.005024293,0,0,0.001674368,0.011154866,0,0,0.27213281846833814,0,0,0,0.36352590773845672,0.049047292,0.022573427,0.019912872,0.008675978,9999.00000000000000000,0.005950032,1.02182560082497220
948,0.040802155,0,0.048261077,0,0.055117535,0,0,0.002101938,0.014049612,0,0.00130349,0.005293197,0,0,0.014131386,0,0.003128395,0.69705429564326704,0.057750567,0.028620573,0,0.027571667,0.004814113,0,9999.00000000000000000,0.15466124898511266,0.99474707005075758
873,0.090661902,0,0.015670457,0,0.002649821,0,0.10790288392177003,0,0.04685409,0,0,0.008165047,0.028191069,0.012294622,0,0,0.004259341,0.32116311199726516,0,0.30060510654017880,0.006521438,0.02014108,0.029721933,0.005198097,9999.00000000000000000,0.15334490850253737,0.99303209562635153
865,0.022334282,0,0.24917733662316818,0.14625964612423847,0,0,0.018053039,0,0.092542646,0,0,0.030828286,0.029203607,0.040220728,0,0,0.074765289,0,0,0.20110737480383092,0.054319357,0,0.037605566,0.003582842,9999.00000000000000000,0.065214249,1.01439508734745365
897,0.027596124,0,0.15529457290122387,0,0.012315755,0,0.01243173,0.007235952,0,0,0,0.033703719,0.041490128,0,0,0,0.031549424,0,0,0.50878536547816977,0,0.14107851212641714,0.012957984,0.015560736,9999.00000000000000000,0.04167548,1.01854370589404586
905,0.19161029386142189,0.066867593,0.075965308,0,0,0.069101725,0.030972561,0,0,0.10587366118377531,0.008612584,0,0.010736869,0.012486439,0,0.17455525520115561,0,0,0,0.13489587767536740,0.054127508,0.064103598,0,9.07269E-05,9999.00000000000000000,0.12414951783841033,0.99994202740569160
913,0,0,0.13581294004008740,0,0.081901152,0,0,0.11017642726675685,0,0,0.007883464,0,0,0.014115073,0.11704123606431065,0,0.073883035,0.005633822,0.008478424,0.36629288944017596,0,0.062308481,0,0.016473057,9999.00000000000000000,0.054549789,1.02328662472835785
866,0.10551253267312666,0.078832819,0.049163094,0.10216530905478770,0.060024547,0.10510852393877659,0,0.10234303321345274,0.066415296,0.090334238,0,0.021439091,0,0.042795476,0,0,0.033535316,0,0.13838548369908096,0,0,0,0,0.003945242,9999.00000000000000000,0.11960087319402192,1.00474966459975823
953,0,0.072064299,0,0.090165103,0.0002682,0.13840104278596177,0.079068388,0.16887902292124335,0.042265696,0,0,0,0.045929692,0.10139364650282054,0,0,0.001636755,0,0.11900346281227155,0,0,0.11494618921578993,0,0.025978501,9999.00000000000000000,0.071445517,1.01969495505076191
937,0.015856373,0.17924550259636407,0.13440400570421104,0,0.05062107,0,0.045878194,0.18893282152767482,0,0.10834253174095348,0,0.006214501,0,0.11826355243903552,0.037135395,0,0.028945002,0,0.068075094,0,0,0,0.013061086,0.00502487,9999.00000000000000000,0.085499542,1.01320728254657833
945,0.071310227,0,0.088369085,0.063760358,0,0.001035887,0.044962892,0.18438721004637018,0.02063233,0.21232664924353215,0,0.012156805,0.047297987,0.077643741,0,0,0.079374992,0,0,0,0,0.039276937,0.029395617,0.028069282,9999.00000000000000000,0.12764837057216510,1.00387059161803727
882,0.018496577,0.077671576,0.11541945425481671,0.025380597,0.050315486,0.05642527,0,0,0,0.006935434,0.010948617,0.005905321,0.037145987,0,0,0.10231665320555058,0,0,0.30737259168988840,0.018151154,0.10535482227521616,0.053850478,0,0.008309981,9999.00000000000000000,-0.011308796,1.02310126115561650
874,0.092026635,0,0,0.012966073,0,0.067555251,0.058659896,0,0,0,0,0.001029282,0.031817093,0,0,0,0,0.14094302257601707,0,0.47246638628746301,0,0.084057325,0.038479037,0,9999.00000000000000000,0.080455884,1.01226304745535001
898,0.072933898,0,0,0,0.033103913,0.098584033,0,0.084890652,0.072806601,0,0.004688517,0.015998426,0,0,0.068235371,0,0.063740599,0.21047784216708906,0,0.077644096,0,0.10928029615590583,0.053669095,0.03394666,9999.00000000000000000,0.054441073,1.02077366158003024
890,0.010998366,0,0,0,0.077045609,0.25716514934338996,0.082914122,0.13213904743375865,0,0,0,0.017385338,0.042184433,0,0,0,0,0.13635907590243831,0,0.068446793,0,0.16138401591472273,0,0.013978051,9999.00000000000000000,0.018486222,1.02402625621717647
906,0.080034567,0.04477924,0.28097606518663043,0,0.011263499,0,0,0,0.059077088,0,0.005188812,0.020476068,0,0,0.022713061,0.22420059065552636,0,0.19611395272459473,0,0.003541192,0,0.051635864,0,0,9999.00000000000000000,0.11035039079734364,0.99920362573380972
867,0,0.18347114928128805,0.022532893,0,0.055463114,0,0,0,0.075591673,0,0.020228729,0.006111888,0.01634628,0,0.47954578964569400,0.091315987,0,0,0,0,0.007231107,0,0,0.042161391,9999.00000000000000000,0.24695669462582837,1.04315936831967804
954,0,0,0.24826700292220688,0,0,0.28261044285295245,0,0.033287668,0,0,0.001642027,0.003738984,0,0,0.096281744,0,0.028255295,0,0.004474072,0.25105202533034238,0,0,0.022370117,0.028020623,9999.00000000000000000,0.070001656,1.01356535447287421
938,0.047633595,0.084953771,0.093870559,0,0.011157196,0,0,0.033086629,0,0.052414599,0.010196058,0.016403003,0,0,0.11840225999580660,0.21159750849207073,0,0.22748188356465285,0.092690009,0,0.00011293,0,0,0,9999.00000000000000000,0.11147158053586316,1.00187508008095527
930,0.033866169,0,0.084104241,0,0.007604861,0,0.017707522,0,0.093295156,0,0.010872277,0.005939847,0,0,0.045894592,0.25308728746502412,0,0.37795772112674958,0.01148359,0,0,0.058186737,0,0,9999.00000000000000000,0.081639378,1.00665787601118573
