well_id,structure_id,slab_num,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,brain,reg_num,top_level,region_clean,R,A,S,vertex,mm_to_surf
4841,4080,8,CX,fro,"frontal operculum, right",992867,62,80,54,37.00762243,24.404253467161304,3.5282457970042502,10021,4078,CTX,frontal operculum,30.5,36,16,11256,-0.158016
4849,4274,8,CX,SIG,"short insular gyri, right",992864,64,83,54,35.14320501,24.40958567816089,-0.226511964,10021,4272,CTX,short insular gyri,28.5,36,13,10986,0.108878
4802,4088,12,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",992898,151,58,88,-63.15649159,-12.34136126,38.636489842828496,10021,4085,CTX,postcentral gyrus,-58.5,2,38,17869,1.910143
4810,4089,12,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",992899,138,83,87,-49.85383757,-16.04461637,8.965821080672999,10021,4085,CTX,postcentral gyrus,-45.5,3,13,17359,0.060774
4818,4166,12,CX,HG,"Heschl's gyrus, left",992901,135,86,88,-46.65800754,-16.3201718,5.9199038420447305,10021,4165,CTX,Heschl's gyrus,-42.5,2,10,31489,-0.617129
4826,4172,12,CX,PLT,"planum temporale, left",992900,143,86,88,-57.16703836,-17.70185816,5.479899844,10021,4171,CTX,planum temporale,-50.5,2,10,31701,0.018837
4857,4017,12,CX,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",992760,55,52,80,42.53572811,-2.176930267,46.425130814603214,10021,4010,CTX,precentral gyrus,37.5,10,44,5639,0.320289
4865,4018,12,CX,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",993785,48,47,83,49.69674213,-5.641826053,52.18989640473821,10021,4010,CTX,precentral gyrus,44.5,7,49,5348,-0.473701
4881,4092,12,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",992758,39,64,83,59.41566473,-4.707033617,30.35725739,10021,4085,CTX,postcentral gyrus,53.5,7,32,17897,-0.125382
4889,4093,12,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",992757,35,65,83,65.20764664,-4.271914276,29.59867783,10021,4085,CTX,postcentral gyrus,57.5,7,31,17794,0.154883
4866,4015,18,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",997583,99,34,112,-5.898513583,-34.95012303,66.76442809,10021,4010,CTX,precentral gyrus,-6.5,-22,62,4243,0.691489
4874,4073,18,CX,PCLa-s,"paracentral lobule, anterior part, left, superior bank of gyrus",997594,94,38,111,-0.6126816,-34.52388713,60.998692611018704,10021,4071,CTX,"paracentral lobule, anterior part",-1.5,-21,58,4279,0.399302
4882,4074,18,CX,PCLa-i,"paracentral lobule, anterior part, left, inferior bank of gyrus",997595,101,52,109,-8.018235497,-36.00708389,45.78674786354079,10021,4071,CTX,"paracentral lobule, anterior part",-8.5,-19,44,4223,-0.107075
4890,4087,18,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",997582,100,32,112,-7.990238998,-34.75498715,69.82797088,10021,4085,CTX,postcentral gyrus,-7.5,-22,64,4077,-0.411541
4842,4102,18,CX,SPL-i,"superior parietal lobule, right, inferior bank of gyrus",997552,61,52,121,34.81597313,-47.40905139,48.19944091170171,10021,4096,CTX,superior parietal lobule,31.5,-31,44,14488,-0.025642
4850,4109,18,CX,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",997551,59,58,121,35.77415961,-46.12490812,39.93742461,10021,4104,CTX,supramarginal gyrus,33.5,-31,38,13906,-0.950612
4858,4102,18,CX,SPL-i,"superior parietal lobule, right, inferior bank of gyrus",997553,60,49,120,36.84117569,-46.68284882,51.24777869,10021,4096,CTX,superior parietal lobule,32.5,-30,47,14521,-1.619648
4629,4048,8,CX,GRe,"gyrus rectus, left",993250,104,99,54,-12.290682,20.96797807,-16.69964887,10021,4047,CTX,gyrus rectus,-11.5,36,-3,21196,0.130548
4643,4045,6,CX,orIFG,"inferior frontal gyrus, orbital part, left",984942,128,88,44,-40.62398098,36.02962889777911,-7.188829631,10021,4035,CTX,inferior frontal gyrus,-35.5,46,8,11386,-0.90014
4670,4248,12,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",992966,75,117,86,26.63984707,-11.79327257,-35.12689331,10021,,,,17.5,4,-21,0,
4834,4178,12,CX,PLP,"planum polare, left",992902,132,92,89,-43.89378048,-15.88553843,-0.208294829,10021,4177,CTX,planum polare,-39.5,1,4,31197,0.346297
7376,4265,16,CX,CA3,"CA3 field, right",1032337,80,99,108,18.45255843,-32.2840151,-11.23632152,10021,12894,HIPP,CA3 field,12.5,-18,-3,0,
7384,4266,16,CX,CA4,"CA4 field, right",1032338,81,100,108,17.27025725,-32.3739343,-12.42524607,10021,12895,HIPP,CA4 field,11.5,-18,-4,0,
7305,4285,16,CX,TCd,"tail of caudate nucleus, right",1042435,62,96,109,37.04427652,-34.305584,-5.509327497,10021,12901,STR,tail of the caudate nucleus,30.5,-19,0,0,
7313,4286,16,CX,BCd,"body of caudate nucleus, right",1042479,76,76,101,21.29154708,-26.39349129,17.30436478,10021,12899,STR,body of the caudate nucleus,16.5,-11,20,0,
7335,4644,12,CX,ARH,"arcuate nucleus of the hypothalamus, left",1036733,99,98,85,-7.470853394,-10.21508384,-12.23491761,10021,4633,HYPO,tuberal region,-6.5,5,-2,0,
7343,4659,12,CX,ARH,"arcuate nucleus of the hypothalamus, right",1036734,89,98,89,6.37040655,-12.90044764,-12.77152881,10021,4633,HYPO,tuberal region,3.5,1,-2,0,
7421,4256,16,CX,CA3,"CA3 field, left",1025259,116,95,111,-26.78417584,-37.24093724,-6.301060163,10021,12894,HIPP,CA3 field,-23.5,-21,1,0,
7477,4417,16,CX,DTLv,"lateral group of nuclei, left, ventral division",1047902,109,76,102,-19.04685906,-28.91453011,15.895390233503802,10021,12925,THAL,"lateral group of nuclei, ventral division",-16.5,-12,20,0,
7366,4335,12,CX,ATZ,"amygdalohippocampal transition zone, right",1009684,85,103,89,12.23477587,-14.14978605,-17.18585661,10021,4328,AMYG,amygdalohippocampal transition zone,7.5,1,-7,0,
7382,4573,12,CX,PVH,"paraventricular nucleus of the hypothalamus, left",1036730,95,89,84,-2.658398012,-9.16526586,-2.339360264,10021,12905,HYPO,paraventricular nucleus of the hypothalamus,-2.5,6,7,0,
7390,4604,12,CX,PVH,"paraventricular nucleus of the hypothalamus, right",1036736,92,88,83,0.7981938940688621,-7.924893171,-1.277446777,10021,12905,HYPO,paraventricular nucleus of the hypothalamus,0.5,7,8,0,
7303,4596,12,CX,LHA,"lateral hypothalamic area, anterior region, left",1036731,99,92,85,-7.633577462,-10.40372209,-5.092166408,10021,12904,HYPO,"lateral hypothalamic area, anterior region",-6.5,5,4,0,
7311,4627,12,CX,LHA,"lateral hypothalamic area, anterior region, right",1036737,89,90,85,5.250074455,-9.971304987,-3.893550138,10021,12904,HYPO,"lateral hypothalamic area, anterior region",3.5,5,6,0,
7319,4598,12,CX,AHA,"anterior hypothalamic area, left",1045386,98,93,85,-6.273818551,-10.19115488,-6.596225375,10021,12902,HYPO,anterior hypothalamic area,-5.5,5,3,0,
7327,4629,12,CX,AHA,"anterior hypothalamic area, right",1045385,91,92,87,2.782895497,-11.27015024,-6.067204947,10021,12902,HYPO,anterior hypothalamic area,1.5,3,4,0,
7359,4637,12,CX,VMH,"ventromedial hypothalamic nucleus, left",1036732,99,96,85,-7.481062787,-10.2351842,-9.948321274,10021,4633,HYPO,tuberal region,-6.5,5,0,0,
7367,4652,12,CX,VMH,"ventromedial hypothalamic nucleus, right",1036735,90,95,89,4.508894573,-12.5011166,-9.8844569,10021,4633,HYPO,tuberal region,2.5,1,1,0,
7334,4382,12,CX,LA,"lateral nucleus, right",1009486,69,110,86,30.252398505338803,-11.12467239,-26.88816798,10021,4378,AMYG,lateral nucleus,23.5,4,-14,0,
7342,4542,12,CX,PrOR,"preoptic region, left",1036729,96,87,84,-4.320535178,-9.447091499,0.8255769103243141,10021,4541,HYPO,preoptic region,-3.5,6,9,0,
7350,4556,12,CX,PrOR,"preoptic region, right",1009485,90,87,82,3.529098899,-6.907556784,-0.328212715,10021,4541,HYPO,preoptic region,2.5,8,9,0,
7358,4593,12,CX,SO,"supraoptic nucleus, left",1009711,102,96,85,-10.7293158,-10.3446579,-9.166463242,10021,12907,HYPO,supraoptic nucleus,-9.5,5,0,0,
7501,4464,16,CX,DTLd,"lateral group of nuclei, right, dorsal division",1042460,76,88,105,22.397262894061605,-29.47637914,2.2795325945806604,10021,12924,THAL,"lateral group of nuclei, dorsal division",16.5,-15,8,0,
7352,4260,16,CX,S,"subiculum, right",1028034,81,103,109,16.809453830349298,-33.4478808,-15.80268199,10021,12896,HIPP,subiculum,11.5,-19,-7,0,
7360,4263,16,CX,CA1,"CA1 field, right",1032341,77,101,109,21.392876241305803,-33.51569789,-13.2045707,10021,12892,HIPP,CA1 field,15.5,-19,-5,0,
7368,4264,16,CX,CA2,"CA2 field, right",1032306,76,98,108,22.41295854,-32.26670442,-9.645972674,10021,12893,HIPP,CA2 field,16.5,-18,-2,0,
7398,4506,16,CX,R,"reticular nucleus of thalamus, left",1026445,114,79,106,-24.3809764,-32.47417003,12.833484806698804,10021,4504,THAL,ventral thalamus,-21.5,-16,17,0,
7493,4146,12,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",992976,48,113,83,54.86313798,-7.799738794,-28.19699464,10021,4140,CTX,middle temporal gyrus,44.5,7,-17,21458,0.195414
5151,4217,24,CX,SOG-s,"superior occipital gyrus, right, superior bank of gyrus",1011989,72,71,162,24.600331887284497,-92.04923343,28.89477512,10021,4212,CTX,superior occipital gyrus,20.5,-72,25,23356,0.130919
7301,4286,15,CX,BCd,"body of caudate nucleus, right",1033339,75,73,96,21.625728468390108,-21.92037643,21.21832133,10021,12899,STR,body of the caudate nucleus,17.5,-6,23,0,
7309,4450,15,CX,DTA,"anterior group of nuclei, right",1033338,87,75,94,7.400340274,-22.32394218,19.77753902,10021,12920,THAL,anterior group of nuclei,5.5,-4,21,0,
7317,4455,15,CX,DTM,"medial group of nuclei, right",1033336,87,82,97,9.026273356,-23.11635673,9.035491633,10021,12927,THAL,medial group of nuclei,5.5,-7,14,0,
7325,4487,15,CX,ILr,"rostral group of intralaminar nuclei, right",1033337,82,78,96,15.18337078,-22.572733,14.50302279,10021,12929,THAL,rostral group of intralaminar nuclei,10.5,-6,18,0,
7333,4492,15,CX,ILc,"caudal group of intralaminar nuclei, right",1033335,84,87,100,13.81904064,-24.79847825,2.678684518,10021,12921,THAL,caudal group of intralaminar nuclei,8.5,-10,9,0,
7341,4512,15,CX,R,"reticular nucleus of thalamus, right",1033389,73,83,99,24.77700473,-24.04246166,9.097921866,10021,4504,THAL,ventral thalamus,19.5,-9,13,0,
7349,4455,15,CX,DTM,"medial group of nuclei, right",1036746,86,82,97,10.40295585,-23.04912975,8.865258833,10021,12927,THAL,medial group of nuclei,6.5,-7,14,0,
7375,4282,15,CX,BCd,"body of caudate nucleus, left",1035181,114,64,98,-22.99077362,-25.45083271,31.74316310816869,10021,12899,STR,body of the caudate nucleus,-21.5,-8,32,0,
7383,4395,15,CX,DTA,"anterior group of nuclei, left",1035188,100,72,95,-8.427862817,-23.15629629,22.52579869,10021,12920,THAL,anterior group of nuclei,-7.5,-5,24,0,
7391,4400,15,CX,DTM,"medial group of nuclei, left",1035187,103,81,100,-12.63997238,-26.50015753,8.991403533,10021,12927,THAL,medial group of nuclei,-10.5,-10,15,0,
7304,4432,15,CX,ILr,"rostral group of intralaminar nuclei, left",1035185,103,72,96,-12.05380283,-23.92153237,21.384948313730305,10021,12929,THAL,rostral group of intralaminar nuclei,-10.5,-6,24,0,
7312,4437,15,CX,ILc,"caudal group of intralaminar nuclei, left",1035186,108,83,103,-17.13252371,-29.38405281,7.098605275648509,10021,12921,THAL,caudal group of intralaminar nuclei,-15.5,-13,13,0,
7224,4506,15,CX,R,"reticular nucleus of thalamus, left",1035167,115,76,103,-25.52111954,-29.71356546,16.842666195918802,10021,4504,THAL,ventral thalamus,-22.5,-13,20,0,
7232,4507,15,CX,ZI,"zona incerta, left",1044284,113,91,107,-22.56148359,-33.34112872,-1.761502798,10021,4504,THAL,ventral thalamus,-20.5,-17,5,0,
7344,4400,15,CX,DTM,"medial group of nuclei, left",1036869,102,81,100,-11.65758138,-26.42922232,8.891105528649241,10021,12927,THAL,medial group of nuclei,-9.5,-10,15,0,
7357,4291,12,CX,Acb,"nucleus accumbens, left",1041560,99,88,85,-8.109033323,-10.77840658,0.042021242,10021,4290,STR,nucleus accumbens,-6.5,5,8,0,
7373,4301,12,CX,SptN,"septal nuclei, left",1041581,93,79,83,-0.734740692,-9.330316056,12.97089464,10021,,,,-0.5,7,17,0,
7381,4304,12,CX,SptN,"septal nuclei, right",1041582,89,80,81,4.8541782016509405,-6.132170345,11.62783193,10021,,,,3.5,9,16,0,
7389,4307,12,CX,SI,"substantia innominata, left",1003200,95,80,83,-3.183335083,-9.05569987,11.73151278,10021,,,,-2.5,7,16,0,
7302,4314,12,CX,SI,"substantia innominata, right",1003201,86,81,82,11.74281193,-6.809667456,10.034407556840698,10021,,,,6.5,8,15,0,
7310,4346,12,CX,BLA,"basolateral nucleus, right",1009487,74,108,87,24.82173794,-12.47969099,-25.54020256,10021,4341,AMYG,basolateral nucleus,18.5,3,-12,0,
7318,4355,12,CX,BMA,"basomedial nucleus, right",1009489,78,105,88,20.02788489,-13.53933477,-20.55598119,10021,4350,AMYG,basomedial nucleus,14.5,2,-9,0,
7326,4371,12,CX,COMA,"cortico-medial group, right",1009685,80,100,88,17.17373302,-13.3627239,-13.81865568,10021,4366,AMYG,cortico-medial group,12.5,2,-4,0,
7405,4254,16,CX,CA1,"CA1 field, left",1025261,116,98,112,-26.91330019,-38.09852476,-9.47612772,10021,12892,HIPP,CA1 field,-23.5,-22,-2,0,
7413,4255,16,CX,CA2,"CA2 field, left",1025260,118,95,112,-28.61244341,-38.441709,-6.162258489,10021,12893,HIPP,CA2 field,-25.5,-22,1,0,
7429,4257,16,CX,CA4,"CA4 field, left",1025284,115,96,111,-25.93047633,-37.13167439,-7.443545663,10021,12895,HIPP,CA4 field,-22.5,-21,0,0,
7437,4258,16,CX,DG,"dentate gyrus, left",1025285,114,96,111,-24.87256681,-37.1634778,-7.533482632,10021,,,,-21.5,-21,0,0,
7445,4281,16,CX,TCd,"tail of caudate nucleus, left",1026442,124,92,113,-34.36136051,-40.14274503,-2.309871395,10021,12901,STR,tail of the caudate nucleus,-31.5,-23,4,0,
7321,4450,16,CX,DTA,"anterior group of nuclei, right",1027161,86,79,101,10.19895664,-27.14170095,11.65291703,10021,12920,THAL,anterior group of nuclei,6.5,-11,17,0,
7329,4472,16,CX,DTLv,"lateral group of nuclei, right, ventral division",1034202,68,92,107,30.03456953,-31.95053634,-1.642150751,10021,12925,THAL,"lateral group of nuclei, ventral division",24.5,-17,4,0,
7337,4483,16,CX,DTP,"posterior group of nuclei, right",1034283,80,91,105,19.09828815,-29.29020616,-2.124467864,10021,12928,THAL,posterior group of nuclei,12.5,-15,5,0,
7345,4487,16,CX,ILr,"rostral group of intralaminar nuclei, right",1046076,86,84,103,11.0252572,-27.88926919,6.063954561271781,10021,12929,THAL,rostral group of intralaminar nuclei,6.5,-13,12,0,
7353,4495,16,CX,LGd,"dorsal lateral geniculate nucleus, right",1044958,77,95,107,21.71330742,-31.268074,-6.058226454,10021,12922,THAL,dorsal lateral geneiculate nucleus,15.5,-17,1,0,
7361,4499,16,CX,MG,"medial geniculate complex, right",1044974,84,95,106,14.790867653415804,-29.9860746,-7.281487309,10021,12926,THAL,medial geniculate complex,8.5,-16,1,0,
7369,4512,16,CX,R,"reticular nucleus of thalamus, right",1028593,69,86,106,28.32067867,-30.47320273,5.190548586,10021,4504,THAL,ventral thalamus,23.5,-16,10,0,
7377,4499,16,CX,MG,"medial geniculate complex, right",1046083,83,95,106,15.91978356,-30.0425068,-7.241653568,10021,12926,THAL,medial geniculate complex,9.5,-16,1,0,
7397,4251,16,CX,S,"subiculum, left",1025262,111,98,110,-21.3276409,-36.2209412,-9.915475556,10021,12896,HIPP,subiculum,-18.5,-20,-2,0,
7453,4282,16,CX,BCd,"body of caudate nucleus, left",1026444,111,71,102,-20.53558246,-29.24923791,22.54780732,10021,12899,STR,body of the caudate nucleus,-18.5,-12,25,0,
7469,4409,16,CX,DTLd,"lateral group of nuclei, left, dorsal division",1047901,112,87,107,-22.02004263,-33.14944261,2.8153945723367406,10021,12924,THAL,"lateral group of nuclei, dorsal division",-19.5,-17,9,0,
7485,4432,16,CX,ILr,"rostral group of intralaminar nuclei, left",1047900,105,81,102,-14.54828146,-28.46225526,9.007716079,10021,12929,THAL,rostral group of intralaminar nuclei,-12.5,-12,15,0,
4993,4902,6,CX,IRoG,"inferior rostral gyrus, right",983536,88,98,41,5.406474976057121,35.77861683,-17.09523071,10021,4900,CTX,inferior rostral gyrus,4.5,49,-2,21344,-0.642825
5001,4080,8,CX,fro,"frontal operculum, right",992867,61,80,54,37.96083081,23.983727890532894,3.395821737,10021,4078,CTX,frontal operculum,31.5,36,16,11256,-0.64288
4918,4114,20,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",997871,131,69,141,-43.83525297,-71.93424418,28.53418779,10021,4111,CTX,angular gyrus,-38.5,-51,27,15937,-0.438114
4926,4142,20,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",997872,134,71,142,-45.90579417,-72.68333398,26.12612177,10021,4140,CTX,middle temporal gyrus,-41.5,-52,25,15742,0.801281
4934,4143,20,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",997874,134,75,143,-44.91869291,-73.69689586,20.68261987,10021,4140,CTX,middle temporal gyrus,-41.5,-53,21,15660,-1.323205
4942,4142,20,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",997873,132,71,142,-44.2033624,-73.10301363,26.1600925,10021,4140,CTX,middle temporal gyrus,-39.5,-52,25,15783,1.290156
5009,4154,14,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",998457,35,106,94,67.36398345,-16.67174657,-16.83156569,10021,4147,CTX,inferior temporal gyrus,57.5,-4,-10,21636,2.799231
4909,4120,20,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",997818,98,34,127,-5.681421748,-50.91305742,69.23786478,10021,4118,CTX,precuneus,-5.5,-37,62,12574,-0.769248
4917,4121,20,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",997819,96,50,126,-2.404554426,-49.48208296,49.886053060636215,10021,4118,CTX,precuneus,-3.5,-36,46,13069,-0.727137
4925,4123,20,CX,Pcu-s,"precuneus, right, superior lateral bank of gyrus",997816,92,38,128,1.570574527,-52.26363537,62.598234227374704,10021,4118,CTX,precuneus,0.5,-38,58,12482,1.207476
4933,4117,20,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",997853,49,65,134,50.81996326,-60.26826586,33.15777464,10021,4111,CTX,angular gyrus,43.5,-44,31,16440,-0.246115
4949,4146,20,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",997849,54,93,137,48.29558692,-60.67148724,-1.740574811,10021,4140,CTX,middle temporal gyrus,38.5,-47,3,15138,-0.328412
4957,4155,20,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",997848,53,95,137,49.480641959437705,-61.04007754,-4.012662387,10021,4147,CTX,inferior temporal gyrus,39.5,-47,1,15087,0.383674
4965,4124,20,CX,Pcu-i,"precuneus, right, inferior lateral bank of gyrus",997857,85,71,130,12.08109304,-56.15773555,26.6836302,10021,4118,CTX,precuneus,7.5,-40,25,26118,-0.185723
4973,4186,20,CX,Cun-pest,"cuneus, left, peristriate",997862,97,77,126,-6.039254418,-52.85312904,18.52887725,10021,4184,CTX,cuneus,-4.5,-36,19,26140,-1.098037
4981,4193,20,CX,LiG-pest,"lingual gyrus, left, peristriate",997864,105,94,138,-15.68240353,-67.17642409,-3.641533716,10021,4191,CTX,lingual gyrus,-12.5,-48,2,24799,-0.128563
4989,4194,20,CX,LiG-str,"lingual gyrus, left, striate",997863,99,88,134,-8.688870545,-61.70357307,5.747056904,10021,4191,CTX,lingual gyrus,-6.5,-44,8,25255,-1.76361
4902,4197,20,CX,LiG-str,"lingual gyrus, right, striate",997859,82,84,134,15.50773178,-59.58350548,10.88084533,10021,4191,CTX,lingual gyrus,10.5,-44,12,25621,-0.143782
4910,4241,20,CX,CgGr-i,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",997858,72,80,133,25.69744297485489,-58.01123827,14.31594906,10021,4235,CTX,"cingulate gyrus, retrosplenial part",20.5,-43,16,25909,-0.073414
4950,4153,20,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",997900,56,100,137,46.3390804,-63.42835666,-10.93955869,10021,4147,CTX,inferior temporal gyrus,36.5,-47,-4,23753,-0.018258
4958,4196,20,CX,LiG-pest,"lingual gyrus, right, peristriate",997897,86,92,136,11.07936068,-61.7980235,2.3134244054197404,10021,4191,CTX,lingual gyrus,6.5,-46,4,25107,0.121632
4966,4203,20,CX,OTG-s,"occipito-temporal gyrus, right, superior bank of gyrus",997899,57,103,137,45.23155083795221,-64.04741387,-14.1369831,10021,4198,CTX,occipito-temporal gyrus,35.5,-47,-7,23885,-0.106619
4974,4204,20,CX,OTG-i,"occipito-temporal gyrus, right, inferior bank of gyrus",997898,73,98,137,25.32098956,-62.78424562,-4.853523183,10021,4198,CTX,occipito-temporal gyrus,19.5,-47,-2,24703,1.425989
4982,4149,20,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",997957,140,95,144,-50.53459021,-72.98733575,-3.86941943,10021,4147,CTX,inferior temporal gyrus,-47.5,-54,1,23669,-0.738671
4990,4150,20,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",997956,144,95,144,-53.95875199,-72.82737707,-4.877851488,10021,4147,CTX,inferior temporal gyrus,-51.5,-54,1,23528,0.241227
5017,4019,14,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",998405,60,33,91,33.65824126,-14.42584687,67.40269468,10021,4010,CTX,precentral gyrus,32.5,-1,63,5665,1.245531
5025,4020,14,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",998404,53,54,92,43.34820942309171,-13.434407,45.27265609,10021,4010,CTX,precentral gyrus,39.5,-2,42,5291,-1.650755
5033,4092,14,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",998403,50,52,93,46.88768967,-14.64267493,47.28885303052999,10021,4085,CTX,postcentral gyrus,42.5,-3,44,8133,-0.323575
5041,4093,14,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",998402,48,44,94,48.51578873,-14.23316392,55.91241524,10021,4085,CTX,postcentral gyrus,44.5,-4,52,7941,-0.799791
5066,4012,12,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",995243,126,47,79,-33.86672196,-2.540193803,51.04060085,10021,4010,CTX,precentral gyrus,-33.5,11,49,5499,1.413727
5026,4167,12,CX,HG,"Heschl's gyrus, right",995072,54,98,83,45.11060907,-7.784436805,-9.954521405,10021,4165,CTX,Heschl's gyrus,38.5,7,-2,31242,0.579112
5034,4179,12,CX,PLP,"planum polare, right",995073,57,102,83,42.17682353,-8.377409884,-15.78798318,10021,4177,CTX,planum polare,35.5,7,-6,31030,0.768763
5042,4271,12,CX,LIG,"long insular gyri, right",995074,55,88,83,43.08193443,-6.82183058,1.407755379,10021,4269,CTX,long insular gyri,37.5,7,8,10435,1.47508
5050,4289,12,CX,Pu,"putamen, right",995068,68,83,84,29.74674811,-9.214959483,6.8279112723705815,10021,4287,STR,putamen,24.5,6,13,0,
5058,4298,12,CX,GPe,"globus pallidus, external segment, right",995067,73,85,84,25.21266276,-9.366111996,5.8171045745811485,10021,12897,GP,"globus pallidus, external segment",19.5,6,11,0,
5049,4023,12,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",993142,100,49,79,-6.219622757,-4.858949677,50.76532842788161,10021,4021,CTX,superior frontal gyrus,-7.5,11,47,1869,1.648473
5057,4026,12,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",993139,86,51,75,9.507980889,-0.485450444,45.64090829,10021,4021,CTX,superior frontal gyrus,6.5,15,45,1978,1.382177
5065,4223,12,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",993141,100,54,79,-8.027700448,-3.440640565,45.31273358,10021,4221,CTX,"cingulate gyrus, frontal part",-7.5,11,42,2315,-0.420537
5073,4224,12,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",993140,95,60,79,-2.266766576,-3.574061118,37.02910766686121,10021,4221,CTX,"cingulate gyrus, frontal part",-2.5,11,36,2569,0.322835
5081,4226,12,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",993138,86,55,76,9.384170288,-0.412944818,41.64917083,10021,4221,CTX,"cingulate gyrus, frontal part",6.5,14,41,2364,0.488243
4994,4227,12,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",993137,88,64,79,5.755388642395888,-4.127653974,31.357667762884606,10021,4221,CTX,"cingulate gyrus, frontal part",4.5,11,32,2684,-2.830846
5002,4282,12,CX,BCd,"body of caudate nucleus, left",995477,101,72,81,-9.459153257,-7.114666974,21.10230923,10021,12899,STR,body of the caudate nucleus,-8.5,9,24,0,
5010,4286,12,CX,BCd,"body of caudate nucleus, right",995474,78,73,83,18.51168745,-8.700146461,19.967345762903303,10021,12899,STR,body of the caudate nucleus,14.5,7,23,0,
7105,4012,10,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",978417,138,70,70,-47.28256013,3.382512779,22.01307504,10021,4010,CTX,precentral gyrus,-45.5,20,26,19515,-1.322879
7113,4117,18,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",997607,36,68,125,64.81759016,-45.70354836,30.96323135,10021,4111,CTX,angular gyrus,56.5,-35,28,8337,0.836691
5161,4248,14,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",1009764,67,113,94,33.36382723,-18.98156453,-28.06905168,10021,,,,25.5,-4,-17,0,
5144,4187,24,CX,Cun-str,"cuneus, left, striate",1012032,105,92,164,-8.159414948,-97.23627287,0.679881209,10021,4184,CTX,cuneus,-12.5,-74,4,24774,0.137364
5138,4094,16,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",1010596,59,34,105,38.29208762341009,-29.72097246,69.35218024,10021,4085,CTX,postcentral gyrus,33.5,-15,62,7675,0.235959
5118,4113,22,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1011440,119,62,150,-28.90457606,-78.93075106,35.46466296083729,10021,4111,CTX,angular gyrus,-26.5,-60,34,13525,-0.417159
7121,4472,14,CX,DTLv,"lateral group of nuclei, right, ventral division",1029329,79,84,89,19.45860147,-14.63484708,7.141399804,10021,12925,THAL,"lateral group of nuclei, ventral division",13.5,1,12,0,
7129,4286,13,CX,BCd,"body of caudate nucleus, right",1035533,81,73,88,16.044218449888998,-14.02187316,22.488662050833103,10021,12899,STR,body of the caudate nucleus,11.5,2,23,0,
7137,4296,13,CX,GPi,"globus pallidus, internal segment, left",1035534,110,86,93,-19.61141898,-20.09539288,4.856980554,10021,12898,GP,"globus pallidus, internal segment",-17.5,-3,10,0,
7145,4472,15,CX,DTLv,"lateral group of nuclei, right, ventral division",1034173,77,84,99,21.08064363,-24.04860153,7.250572168,10021,12925,THAL,"lateral group of nuclei, ventral division",15.5,-9,12,0,
7153,4472,15,CX,DTLv,"lateral group of nuclei, right, ventral division",1036477,76,84,99,21.98667553,-24.08550309,7.39835911,10021,12925,THAL,"lateral group of nuclei, ventral division",16.5,-9,12,0,
